,Point of Sale Country,Company Name,Department,Travel Start Date,Travel End Date,Origin,Destination,Route,In Policy,Booking Method,Segment Count,Employee ID,Unit of Measurement,Currency,Mileage,Carbon Emission,Ticket Expense,Mileage Per ticket,Ticket Expense Per ticket,Carbon Emission Per ticket,Day of Week
3,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-07-12,2022-07-12,Banbury,London Marylebone,Banbury - London Marylebone,Yes,Online,1,20298.0,Kg|Km,GBP,120.86,4.96729,45.3,120.86,45.3,4.96729,Tuesday
1058,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-02-13,2020-02-13,Northampton,Stockport,Northampton - Stockport,Yes,Agent Assisted,1,19444.0,Kg|Km,GBP,216.22,8.88667,78.8,216.22,78.8,8.88667,Thursday
1060,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-04-03,2020-04-03,Paris Est,Strasbourg,Paris Est - Strasbourg,Unknown,Agent Assisted,1,27633.0,Kg|Km,GBP,489.19,2.93513,70.54,489.19,70.54,2.93513,Friday
1061,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-01-17,2023-01-17,Paris Gare De Lyon,Frankfurt (Main) Hbf,Paris Gare De Lyon - Frankfurt (Main) Hbf,Unknown,Agent Assisted,1,14792.0,Kg|Km,GBP,569.34,3.41604,79.72,569.34,79.72,3.41604,Tuesday
1062,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-11-12,2020-11-12,Paris Montparnasse,Dax,Paris Montparnasse - Dax,Unknown,Agent Assisted,1,26959.0,Kg|Km,GBP,727.64,4.36586,76.38,727.64,76.38,4.36586,Thursday
1063,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-09-08,2021-09-08,Peterborough,Edinburgh,Peterborough - Edinburgh,Yes,Online,1,23233.0,Kg|Km,GBP,475.28,19.5341,66.0,475.28,66.0,19.5341,Wednesday
1064,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-08-23,2021-08-23,Peterborough,Edinburgh,Peterborough - Edinburgh,Yes,Online,1,23233.0,Kg|Km,GBP,475.28,19.5341,66.0,475.28,66.0,19.5341,Monday
1065,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-07-19,2021-07-23,Peterborough,Glasgow Queen Street,Peterborough - Glasgow Queen Street,Yes,Online,2,23233.0,Kg|Km,GBP,1034.5,42.51802,193.5,517.25,96.75,21.25901,Monday
1066,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-07-26,2021-07-26,Peterborough,Glasgow Queen Street,Peterborough - Glasgow Queen Street,No,Online,1,23233.0,Kg|Km,GBP,517.67,21.27626,138.0,517.67,138.0,21.27626,Monday
1067,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-01-06,2021-01-06,Peterborough,Glasgow Queen Street,Peterborough - Glasgow Queen Street,No,Online,1,23233.0,Kg|Km,GBP,517.67,21.27626,105.5,517.67,105.5,21.27626,Wednesday
1068,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-12-07,2021-12-07,Peterborough,Glasgow Queen Street,Peterborough - Glasgow Queen Street,Yes,Online,1,23233.0,Kg|Km,GBP,517.67,21.27626,66.0,517.67,66.0,21.27626,Tuesday
1069,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-10-05,2021-10-05,Peterborough,Glasgow Queen Street,Peterborough - Glasgow Queen Street,Yes,Online,1,23233.0,Kg|Km,GBP,517.67,21.27626,56.0,517.67,56.0,21.27626,Tuesday
1070,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-06-14,2021-06-14,Peterborough,Glasgow Queen Street,Peterborough - Glasgow Queen Street,Yes,Online,1,23233.0,Kg|Km,GBP,517.67,21.27626,66.0,517.67,66.0,21.27626,Monday
1071,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-06-28,2021-06-28,Peterborough,Glasgow Queen Street,Peterborough - Glasgow Queen Street,Yes,Online,1,23233.0,Kg|Km,GBP,517.67,21.27626,66.0,517.67,66.0,21.27626,Monday
1072,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-07-06,2021-07-06,Peterborough,Glasgow Queen Street,Peterborough - Glasgow Queen Street,Yes,Online,1,23233.0,Kg|Km,GBP,517.67,21.27626,66.0,517.67,66.0,21.27626,Tuesday
1073,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-02-08,2021-02-08,Peterborough,Glasgow Queen Street,Peterborough - Glasgow Queen Street,Yes,Online,1,23233.0,Kg|Km,GBP,517.67,21.27626,66.0,517.67,66.0,21.27626,Monday
1074,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-06-09,2021-06-09,Peterborough,Livingston South,Peterborough - Livingston South,Yes,Online,1,23233.0,Kg|Km,GBP,507.9,20.87458,55.5,507.9,55.5,20.87458,Wednesday
1075,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-09-13,2021-09-13,Peterborough,Livingston South,Peterborough - Livingston South,Yes,Online,1,23233.0,Kg|Km,GBP,507.9,20.87458,55.5,507.9,55.5,20.87458,Monday
1076,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-06-09,2021-10-09,Peterborough,Livingston South,Peterborough - Livingston South,Yes,Online,2,23233.0,Kg|Km,GBP,1014.6,41.70007,195.0,507.3,97.5,20.850035,Wednesday
1077,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-09-27,2021-09-27,Peterborough,Livingston South,Peterborough - Livingston South,Yes,Online,1,23233.0,Kg|Km,GBP,507.9,20.87458,61.5,507.9,61.5,20.87458,Monday
1078,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-09-20,2021-09-20,Peterborough,Livingston South,Peterborough - Livingston South,Yes,Online,1,23233.0,Kg|Km,GBP,507.9,20.87458,61.5,507.9,61.5,20.87458,Monday
1081,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-02-20,2020-02-20,Preston (Lancs),London Euston,Preston (Lancs) - London Euston,No,Online,3,14792.0,Kg|Km,GBP,1056.81,43.4347,229.0,352.27,76.33333333333333,14.478233333333334,Thursday
1082,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-04-10,2021-04-10,Preston (Lancs),London Euston,Preston (Lancs) - London Euston,No,Online,1,14792.0,Kg|Km,GBP,352.53,14.48892,113.9,352.53,113.9,14.48892,Saturday
1083,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-02-20,2020-02-20,Preston (Lancs),London Euston,Preston (Lancs) - London Euston,No,Online,3,14792.0,Kg|Km,GBP,1056.81,43.4347,229.0,352.27,76.33333333333333,14.478233333333334,Thursday
1084,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-02-20,2020-02-20,Preston (Lancs),London Euston,Preston (Lancs) - London Euston,No,Online,3,14792.0,Kg|Km,GBP,1056.81,43.4347,229.0,352.27,76.33333333333333,14.478233333333334,Thursday
1085,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-02-20,2020-02-20,Preston (Lancs),Manchester Victoria,Preston (Lancs) - Manchester Victoria,Yes,Online,3,19444.0,Kg|Km,GBP,170.43,7.00451,21.3,56.81,7.1000000000000005,2.3348366666666664,Thursday
1086,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-02-21,2020-02-21,Preston (Lancs),Manchester Victoria,Preston (Lancs) - Manchester Victoria,Yes,Online,3,24784.0,Kg|Km,GBP,170.43,7.00451,21.3,56.81,7.1000000000000005,2.3348366666666664,Friday
1087,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-06-12,2023-06-12,Reading,London Paddington,Reading - London Paddington,Yes,Online,1,15661.0,Kg|Km,GBP,64.1,2.6347,23.9,64.1,23.9,2.6347,Monday
1094,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-06-06,2023-06-06,Runcorn,London Euston,Runcorn - London Euston,Yes,Online,1,20298.0,Kg|Km,GBP,318.97,13.10964,196.3,318.97,196.3,13.10964,Tuesday
1095,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-02-13,2020-02-14,Runcorn,London Euston,Runcorn - London Euston,Yes,Online,2,20298.0,Kg|Km,GBP,636.06,26.14204,92.1,318.03,46.05,13.07102,Thursday
1101,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-03-20,2020-03-20,Rye House,Rye House,Rye House - Rye House,Yes,Online,7,24688.0,Kg|Km,GBP,2292.79,94.23354,380.15,327.5414285714286,54.30714285714286,13.461934285714287,Friday
1103,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-11-11,2021-11-11,Rye House,Tottenham Hale,Rye House - Tottenham Hale,Yes,Online,3,23933.0,Kg|Km,GBP,75.91,3.11991,24.6,25.30333333333333,8.200000000000001,1.03997,Thursday
1104,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-12-16,2021-12-16,Rye House,Tottenham Hale,Rye House - Tottenham Hale,Yes,Online,3,23933.0,Kg|Km,GBP,75.91,3.11991,24.6,25.30333333333333,8.200000000000001,1.03997,Thursday
1105,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-11-11,2021-11-11,Rye House,Tottenham Hale,Rye House - Tottenham Hale,Yes,Online,1,23933.0,Kg|Km,GBP,25.16,1.03397,12.3,25.16,12.3,1.03397,Thursday
1106,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-02-14,2020-02-14,Rye House,Walkden,Rye House - Walkden,Yes,Online,2,24688.0,Kg|Km,GBP,655.24,26.93018,225.15,327.62,112.575,13.46509,Friday
1107,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-07-02,2020-07-02,Rye House,Walkden,Rye House - Walkden,Yes,Online,1,24688.0,Kg|Km,GBP,327.08,13.44299,97.3,327.08,97.3,13.44299,Thursday
1128,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-07-21,2022-07-21,St Pancras International,Paris Gare Du Nord,St Pancras International - Paris Gare Du Nord,Unknown,Agent Assisted,1,15538.0,Kg|Km,GBP,461.12,2.76674,600.0,461.12,600.0,2.76674,Thursday
1129,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-02-25,2022-02-25,Stalybridge,London Euston,Stalybridge - London Euston,Yes,Online,1,15688.0,Kg|Km,GBP,314.15,12.91162,66.1,314.15,66.1,12.91162,Friday
1130,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-02-14,2022-02-14,Stalybridge,London Euston,Stalybridge - London Euston,Yes,Online,2,20047.0,Kg|Km,GBP,628.3,25.82324,66.1,314.15,33.05,12.91162,Monday
1131,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-02-14,2022-02-14,Stalybridge,London Euston,Stalybridge - London Euston,Yes,Online,1,15688.0,Kg|Km,GBP,314.15,12.91162,66.1,314.15,66.1,12.91162,Monday
1132,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-07-02,2022-07-02,Stalybridge,London Euston,Stalybridge - London Euston,Yes,Online,1,15688.0,Kg|Km,GBP,314.15,12.91162,66.1,314.15,66.1,12.91162,Saturday
1133,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-02-21,2022-02-21,Stalybridge,Manchester Airport,Stalybridge - Manchester Airport,Yes,Online,1,15688.0,Kg|Km,GBP,25.7,1.05608,6.4,25.7,6.4,1.05608,Monday
1134,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-07-03,2023-10-03,Stalybridge,Stalybridge,Stalybridge - Stalybridge,Yes,Online,3,20047.0,Kg|Km,GBP,941.54,38.6972,84.1,313.84666666666664,28.03333333333333,12.899066666666668,Monday
1135,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-12-03,2020-03-13,Stansted Airport,London Liverpool Street,Stansted Airport - London Liverpool Street,Yes,Online,2,29802.0,Kg|Km,GBP,112.83,4.63727,30.7,56.415,15.35,2.318635,Thursday
1136,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-03-08,2021-03-08,Staplehurst,London Waterloo East,Staplehurst - London Waterloo East,Yes,Online,2,14790.0,Kg|Km,GBP,143.97,5.91726,23.4,71.985,11.7,2.95863,Monday
1137,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-02-02,2022-02-02,Stevenage,London Kings Cross,Stevenage - London Kings Cross,Yes,Online,1,23933.0,Kg|Km,GBP,50.99,2.0956,15.9,50.99,15.9,2.0956,Wednesday
1139,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-10-02,2020-10-02,Stockport,Broxbourne,Stockport - Broxbourne,Yes,Online,1,23933.0,Kg|Km,GBP,312.98,12.86365,176.0,312.98,176.0,12.86365,Friday
1140,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-01-28,2020-01-28,Stockport,Broxbourne,Stockport - Broxbourne,Yes,Online,2,23933.0,Kg|Km,GBP,625.89,25.72397,396.0,312.945,198.0,12.861985,Tuesday
1141,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-02-03,2020-03-03,Stockport,Broxbourne,Stockport - Broxbourne,Yes,Online,2,23933.0,Kg|Km,GBP,625.89,25.72397,396.0,312.945,198.0,12.861985,Monday
1142,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-04-14,2022-04-14,Stockport,Cardiff Central,Stockport - Cardiff Central,Yes,Online,3,27756.0,Kg|Km,GBP,883.37,36.30649,68.0,294.45666666666665,22.666666666666668,12.102163333333332,Thursday
1143,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-09-02,2022-09-02,Stockport,Cardiff Central,Stockport - Cardiff Central,Yes,Online,1,15538.0,Kg|Km,GBP,294.55,12.10606,28.0,294.55,28.0,12.10606,Friday
1144,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-12-19,2022-12-20,Stockport,Cardiff Central,Stockport - Cardiff Central,Yes,Online,2,27093.0,Kg|Km,GBP,588.82,24.20044,92.9,294.41,46.45,12.10022,Monday
1145,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-05-24,2023-05-24,Stockport,Ebbsfleet International,Stockport - Ebbsfleet International,Unknown,Agent Assisted,2,14790.0,Kg|Km,GBP,725.86,29.8329,79.0,362.93,39.5,14.91645,Wednesday
1147,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-11-20,2023-11-20,Stockport,Glossop,Stockport - Glossop,Yes,Online,2,34220.0,Kg|Km,GBP,44.74,1.83896,10.4,22.37,5.2,0.91948,Monday
1150,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-11-21,2022-11-23,Stockport,Heathrow Terminal 5 (Rail Station Only),Stockport - Heathrow Terminal 5 (Rail Station Only),Yes,Online,2,15612.0,Kg|Km,GBP,626.81,25.76195,140.6,313.405,70.3,12.880975,Monday
1151,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-12-08,2021-12-08,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,Kg|Km,GBP,316.44,13.00555,95.9,316.44,95.9,13.00555,Wednesday
1152,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-10-27,2023-10-27,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,Kg|Km,GBP,316.44,13.00555,34.0,316.44,34.0,13.00555,Friday
1153,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-12-20,2022-12-20,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,15538.0,Kg|Km,GBP,632.56,25.99832,97.6,316.28,48.8,12.99916,Tuesday
1154,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-11-16,2021-11-17,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,17726.0,Kg|Km,GBP,632.56,25.99832,100.0,316.28,50.0,12.99916,Tuesday
1155,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-10-02,2020-10-02,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,19444.0,Kg|Km,GBP,316.44,13.00555,183.0,316.44,183.0,13.00555,Friday
1156,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-04-24,2023-04-24,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,15538.0,Kg|Km,GBP,632.56,25.99832,103.4,316.28,51.7,12.99916,Monday
1157,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-11-24,2023-11-24,Stockport,London Euston,Stockport - London Euston,No,Online,1,15538.0,Kg|Km,GBP,316.44,13.00555,114.0,316.44,114.0,13.00555,Friday
1158,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-02-25,2020-02-25,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,20298.0,Kg|Km,GBP,316.44,13.00555,180.0,316.44,180.0,13.00555,Tuesday
1159,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-10-18,2021-10-18,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,Kg|Km,GBP,316.44,13.00555,38.0,316.44,38.0,13.00555,Monday
1160,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-11-24,2022-11-24,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,27093.0,Kg|Km,GBP,316.44,13.00555,149.1,316.44,149.1,13.00555,Thursday
1161,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-01-30,2020-01-30,Stockport,London Euston,Stockport - London Euston,No,Online,1,14792.0,Kg|Km,GBP,316.44,13.00555,159.0,316.44,159.0,13.00555,Thursday
1162,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-11-23,2022-11-23,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,Kg|Km,GBP,316.44,13.00555,184.7,316.44,184.7,13.00555,Wednesday
1163,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-12-06,2023-12-06,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,Kg|Km,GBP,316.44,13.00555,184.7,316.44,184.7,13.00555,Wednesday
1164,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-03-03,2020-03-03,Stockport,London Euston,Stockport - London Euston,No,Online,3,14792.0,Kg|Km,GBP,949.0,39.00387,217.0,316.3333333333333,72.33333333333333,13.00129,Tuesday
1165,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-09-02,2022-09-02,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,27093.0,Kg|Km,GBP,316.44,13.00555,161.1,316.44,161.1,13.00555,Friday
1166,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-06-07,2023-06-07,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,15538.0,Kg|Km,GBP,632.87,26.0111,184.7,316.435,92.35,13.00555,Wednesday
1167,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-01-30,2020-01-30,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,17726.0,Kg|Km,GBP,632.56,25.99832,366.0,316.28,183.0,12.99916,Thursday
1168,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-10-31,2023-10-31,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,23933.0,Kg|Km,GBP,316.44,13.00555,37.0,316.44,37.0,13.00555,Tuesday
1169,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-02-18,2020-02-18,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,24651.0,Kg|Km,GBP,632.56,25.99832,366.0,316.28,183.0,12.99916,Tuesday
1170,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-01-31,2022-01-31,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,23933.0,Kg|Km,GBP,316.44,13.00555,164.5,316.44,164.5,13.00555,Monday
1171,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-01-31,2022-01-31,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,23933.0,Kg|Km,GBP,316.44,13.00555,164.5,316.44,164.5,13.00555,Monday
1172,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-01-18,2023-01-19,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,15612.0,Kg|Km,GBP,632.56,25.99832,97.6,316.28,48.8,12.99916,Wednesday
1173,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-08-03,2023-08-03,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,21739.0,Kg|Km,GBP,632.56,25.99832,369.4,316.28,184.7,12.99916,Thursday
1174,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-11-02,2020-11-02,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,24651.0,Kg|Km,GBP,316.44,13.00555,118.0,316.44,118.0,13.00555,Monday
1175,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-06-07,2023-07-07,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,15538.0,Kg|Km,GBP,632.56,25.99832,103.4,316.28,51.7,12.99916,Wednesday
1176,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-06-03,2020-06-03,Stockport,London Euston,Stockport - London Euston,No,Online,1,14792.0,Kg|Km,GBP,316.44,13.00555,81.0,316.44,81.0,13.00555,Wednesday
1177,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-02-28,2020-02-28,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,24651.0,Kg|Km,GBP,632.56,25.99832,85.0,316.28,42.5,12.99916,Friday
1178,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-07-03,2023-10-03,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,20298.0,Kg|Km,GBP,632.56,25.99832,103.4,316.28,51.7,12.99916,Monday
1179,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-03-27,2022-03-27,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,Kg|Km,GBP,316.44,13.00555,73.8,316.44,73.8,13.00555,Sunday
1180,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-03-22,2022-03-22,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,27093.0,Kg|Km,GBP,316.44,13.00555,56.5,316.44,56.5,13.00555,Tuesday
1181,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-03-23,2022-03-23,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,Kg|Km,GBP,316.44,13.00555,68.3,316.44,68.3,13.00555,Wednesday
1182,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-12-02,2020-12-02,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,24651.0,Kg|Km,GBP,632.56,25.99832,214.5,316.28,107.25,12.99916,Wednesday
1183,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-01-16,2020-01-16,Stockport,London Euston,Stockport - London Euston,No,Online,1,14792.0,Kg|Km,GBP,316.44,13.00555,81.0,316.44,81.0,13.00555,Thursday
1184,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-02-10,2023-02-10,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,15538.0,Kg|Km,GBP,632.56,25.99832,103.4,316.28,51.7,12.99916,Friday
1185,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-08-01,2020-09-01,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,19444.0,Kg|Km,GBP,632.56,25.99832,343.0,316.28,171.5,12.99916,Saturday
1186,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-02-21,2022-02-21,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,Kg|Km,GBP,316.44,13.00555,184.7,316.44,184.7,13.00555,Monday
1187,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-04-14,2022-04-14,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,Kg|Km,GBP,316.44,13.00555,44.7,316.44,44.7,13.00555,Thursday
1188,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-11-15,2021-11-15,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,Kg|Km,GBP,316.44,13.00555,65.8,316.44,65.8,13.00555,Monday
1189,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-10-19,2020-10-19,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,Kg|Km,GBP,316.44,13.00555,152.0,316.44,152.0,13.00555,Monday
1190,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-09-22,2023-09-22,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,15538.0,Kg|Km,GBP,632.56,25.99832,103.4,316.28,51.7,12.99916,Friday
1191,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-09-02,2023-09-02,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,15682.0,Kg|Km,GBP,632.56,25.99832,369.4,316.28,184.7,12.99916,Saturday
1192,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-11-16,2023-11-16,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,Kg|Km,GBP,316.44,13.00555,184.7,316.44,184.7,13.00555,Thursday
1193,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-07-31,2023-07-31,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,Kg|Km,GBP,316.44,13.00555,184.7,316.44,184.7,13.00555,Monday
1194,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-06-06,2023-06-06,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,15538.0,Kg|Km,GBP,632.56,25.99832,369.4,316.28,184.7,12.99916,Tuesday
